date,delay,distance,origin,destination
01040923,4,189,AUS,DAL
01040925,-10,288,ALB,BWI
01040925,-10,303,MSY,HOU
01040925,-12,829,CMH,TPA
01040925,-2,1073,MCO,PVD
01040925,-3,281,BWI,BUF
01040925,-5,180,OAK,RNO
01040925,-5,487,ABQ,LAS
01040925,1,283,BWI,BDL
01040925,12,588,BNA,BWI
01040925,21,370,LAX,PHX
01040925,4,237,DAL,TUL
01040925,5,390,RNO,LAX
01040925,8,616,BNA,MCO
01040925,9,446,OAK,SAN
01040927,-10,632,MDW,RDU
01040927,7,440,DTW,STL
01040928,15,407,OAK,LAS
01040930,-1,369,BUR,PHX
01040930,-10,513,JAX,MSY
01040930,-11,239,HOU,DAL
01040930,-15,515,BWI,IND
01040930,-5,239,DAL,HOU
01040930,-9,224,SEA,GEG
01040930,0,1034,ISP,TPA
01040930,1,670,HOU,BNA
01040930,14,410,STL,BHM
01040930,2,1262,PHX,STL
01040930,20,1137,TPA,PVD
01040930,35,828,MCO,IND
01040930,38,1977,BNA,SEA
01040930,6,405,MCI,MDW
01040930,8,314,CLE,BWI
01040933,-25,1751,BNA,ONT
01040933,28,1069,LAS,SAT
01040934,-1,281,BUF,BWI
01040934,-1,307,MDW,CLE
01040934,-7,934,STL,ABQ
01040934,11,358,SMF,BUR
01040935,-10,188,RNO,SJC
01040935,-10,471,BNA,MSY
01040935,-11,319,DAL,MAF
01040935,-15,371,SNA,OAK
01040935,0,308,LAX,SJC
01040935,0,453,HOU,TUL
01040935,10,687,HOU,STL
01040937,8,333,ONT,SJC
01040938,-11,935,TUL,PHX
01040938,-4,325,BUR,OAK
01040938,4,328,PHX,ABQ
01040940,-1,437,DAL,MSY
01040940,-2,307,CLE,MDW
01040940,-2,328,BWI,PVD
01040940,-5,223,LAS,BUR
01040940,-7,248,SAT,DAL
01040940,-8,479,SMF,PDX
01040940,-9,319,MAF,DAL
01040940,10,1140,LAS,MCI
01040940,10,888,JAN,BWI
01040940,4,236,LAX,LAS
01040940,4,328,PVD,BWI
01040940,8,612,TPA,BNA
01040941,18,682,BHM,BWI
01040945,-1,520,LAS,BOI
01040945,-10,1301,PHX,MSY
01040945,-10,180,RNO,OAK
01040945,-3,223,MCI,TUL
01040945,-5,324,DAL,AMA
01040945,0,291,SLC,BOI
01040945,19,370,PHX,LAX
01040945,2,296,SJC,BUR
01040945,9,325,OAK,BUR
01040950,-10,1301,MSY,PHX
01040950,-5,197,LAS,ONT
01040950,-8,1618,LAS,BHM
01040950,-8,324,AMA,DAL
01040950,0,325,ONT,PHX
01040951,0,303,HOU,MSY
01040951,29,271,SDF,MDW
01040953,54,370,PHX,LAX
01040954,0,1489,MCI,OAK
01040955,-11,325,PHX,ONT
01040955,-15,714,ELP,LAX
01040955,-4,1107,PHX,SEA
01040955,-7,446,SAN,OAK
01040955,10,1479,MCI,SJC
01040955,17,671,OAK,SEA
01040955,5,632,RDU,MDW
01040955,7,775,LAS,LBB
01040957,0,663,BWI,JAX
01040957,45,256,PHX,LAS
01040959,3,723,GEG,OAK
01041000,-10,441,HOU,MAF
01041000,-12,677,ABQ,LAX
01041000,-3,397,LAS,SMF
01041000,-5,239,HOU,DAL
01041000,-5,337,LAX,OAK
01041000,-7,605,SEA,SMF
01041000,-7,727,SDF,TPA
01041000,1,647,SMF,PHX
01041000,15,223,BUR,LAS
01041000,18,1044,MCI,PHX
01041000,3,687,HOU,STL
01041000,7,337,OAK,LAX
01041003,69,1489,MCI,SEA
01041005,-1,321,MSY,BHM
01041005,-13,584,ELP,LAS
01041005,-2,197,TPA,FLL
01041005,-3,229,DTW,MDW
01041005,-4,303,MSY,HOU
01041005,-6,233,HRL,SAT
01041005,-8,181,OKC,DAL
01041005,0,217,IAH,DAL
01041005,10,462,OKC,STL
01041005,2,293,LBB,DAL
01041005,3,197,ONT,LAS
01041005,6,513,MSY,JAX
01041007,10,256,LAS,PHX
01041008,19,1588,LAS,BNA
01041008,2,229,MDW,DTW
01041008,5,630,SLC,PDX
01041009,0,1363,MCI,LAX
01041010,-1,580,DAL,ABQ
01041010,-16,1999,BWI,PHX
01041010,-2,422,SLC,RNO
01041010,-3,220,ISP,BWI
01041010,-3,341,AUS,LBB
01041010,-4,636,SAN,ELP
01041010,-5,308,LAX,SJC
01041010,-5,417,SJC,SAN
01041010,-6,386,SJC,LAS
01041010,-8,569,PDX,SJC
01041010,0,296,LIT,STL
01041010,0,361,OAK,ONT
01041010,0,507,SLC,PHX
01041010,12,1772,LAS,CMH
01041010,12,588,SLC,OAK
01041010,13,419,OKC,HOU
01041010,14,1448,PHX,BNA
01041010,18,787,MCO,BWI
01041010,4,1501,MSY,LAS
01041010,8,342,SJC,SNA
01041010,8,369,PHX,BUR
01041011,0,1521,LAS,MDW
01041012,-2,236,LAS,LAX
01041012,0,1137,PVD,TPA
01041012,13,148,AUS,HOU
01041012,3,417,SAN,SJC
01041014,40,907,BNA,PVD
01041015,-1,1262,STL,PHX
01041015,-4,178,FLL,MCO
01041015,-6,187,HOU,CRP
01041015,1,833,PHX,OKC
01041015,13,370,LAX,PHX
01041015,2,291,BOI,SLC
01041015,7,237,MCI,STL
01041016,27,271,MDW,SDF
01041016,3,251,MDW,STL
01041018,-1,1670,BWI,ABQ
01041020,-10,389,ONT,SMF
01041020,-17,1069,SAT,LAS
01041020,-3,258,LAS,SAN
01041020,-5,1037,OMA,PHX
01041020,0,255,RDU,BWI
01041020,18,365,LAS,TUS
01041020,32,308,SJC,LAX
01041025,-10,480,SAN,SMF
01041025,-5,365,TUS,LAS
01041025,-8,359,JAN,HOU
01041025,-9,405,MDW,MCI
01041025,2,389,SMF,ONT
01041025,3,1099,LAS,OMA
01041025,6,480,SMF,SAN
01041025,8,528,AUS,ELP
01041025,8,611,BWI,MDW
01041026,2,1040,MCO,SAT
01041027,23,289,ABQ,LBB
01041029,4,288,ALB,BWI
01041029,5,1552,ABQ,MCO
01041030,-1,281,BWI,BUF
01041030,-16,802,CMH,MCO
01041030,-25,708,IND,MSY
01041030,-6,180,RNO,OAK
01041030,-7,370,PHX,LAX
01041030,-8,239,DAL,HOU
01041030,-8,337,LAX,OAK
01041030,16,997,TPA,MDW
01041030,25,239,DAL,HOU
01041030,39,762,LAS,PDX
01041030,7,303,MSY,HOU
01041030,8,223,TUL,MCI
01041031,21,495,SDF,BWI
01041032,14,373,LAX,SMF
01041033,1,397,SMF,LAS
01041033,13,1044,PHX,MCI
01041035,-10,325,ONT,PHX
01041035,-18,612,BNA,TPA
01041035,-5,1140,MCI,LAS
01041035,-5,304,SAN,PHX
01041035,0,192,SAT,HOU
01041035,19,328,PHX,ABQ
01041035,6,296,LIT,DAL
01041036,4,162,MDW,IND
01041036,8,1444,MDW,PHX
01041037,4,1363,LAX,MCI
01041038,-1,237,TUL,DAL
01041038,18,192,HOU,SAT
01041038,33,229,IND,STL
01041039,12,580,ABQ,DAL
01041039,2,564,SEA,RNO
01041040,-10,313,MCI,OKC
01041040,-3,325,OAK,BUR
01041040,-3,328,ABQ,PHX
01041040,-5,345,RNO,LAS
01041040,1,447,SFO,SAN
01041040,13,1011,MCO,BUF
01041040,5,588,BNA,BWI
01041040,7,1180,ABQ,SEA
01041041,22,377,MHT,BWI
01041042,66,590,LAX,SLC
01041045,-1,223,LAS,BUR
01041045,-15,1588,BNA,LAS
01041045,-17,1164,AUS,SAN
01041045,-5,108,ISP,PVD
01041045,-5,181,DAL,OKC
01041045,-6,258,SAN,LAS
01041045,-7,276,HOU,HRL
01041045,5,345,LAS,RNO
01041046,25,889,OAK,ABQ
01041048,0,188,SJC,RNO
01041049,10,337,OAK,LAX
01041050,-6,229,DTW,MDW
01041050,-6,287,BOI,GEG
01041050,0,333,SJC,ONT
01041050,10,236,LAX,LAS
01041050,16,325,PHX,ONT
01041050,3,395,BNA,MDW
01041050,41,256,PHX,LAS
01041050,63,601,PHX,RNO
01041050,8,621,SJC,PHX
01041052,2,543,OAK,PDX
01041054,-10,342,SNA,SJC
01041055,-10,303,HOU,MSY
01041055,-18,1050,BDL,MCO
01041055,-2,325,BUR,OAK
01041055,-20,925,BWI,FLL
01041055,-3,796,LAS,MAF
01041055,-7,288,BWI,ALB
01041055,0,248,DAL,SAT
01041055,12,223,BUR,LAS
01041055,19,296,STL,LIT
01041055,20,370,LAX,PHX
01041055,25,1262,PHX,STL
01041055,8,256,PHX,LAS
01041059,0,296,BUR,SJC
01041100,-10,148,HOU,AUS
01041100,-10,239,DAL,HOU
01041100,-10,453,TUL,HOU
01041100,-10,487,ABQ,LAS
01041100,-2,239,HOU,DAL
01041100,-7,180,RNO,OAK
01041100,-7,405,MDW,MCI
01041100,-8,332,MAF,ABQ
01041100,-8,393,LIT,HOU
01041100,13,1073,MCO,PVD
01041100,17,671,OAK,SEA
01041102,-15,1210,SAT,LAX
01041102,17,304,PHX,SAN
01041104,-3,787,BWI,MCO
01041105,-11,611,BWI,MDW
01041105,-14,197,LAS,ONT
01041105,-17,1912,BUF,PHX
01041105,-3,358,BUR,SMF
01041105,-37,1246,BWI,HOU
01041105,0,341,LBB,AUS
01041105,5,493,SLC,ABQ
01041105,8,866,SEA,LAS
01041108,-2,636,ELP,SAN
01041108,14,446,OAK,SAN
01041109,42,224,GEG,SEA
01041110,-2,611,MDW,BWI
01041110,-20,236,LAS,LAX
01041110,-25,1073,PVD,MCO
01041110,-3,324,AMA,DAL
01041110,-4,223,ABQ,ELP
01041110,-5,287,GEG,BOI
01041110,-7,251,MDW,STL
01041110,0,197,ONT,LAS
01041110,0,321,MSY,BHM
01041110,6,451,TUS,LAX
01041111,6,256,LAS,PHX
01041113,18,714,LAX,ELP
01041114,-5,1020,PHX,HOU
01041114,14,440,DTW,STL
01041115,-5,487,CLE,STL
01041115,0,237,DAL,TUL
01041115,0,325,OAK,BUR
01041115,0,447,SAN,SFO
01041115,15,248,SAT,DAL
01041115,19,460,BHM,TPA
01041115,5,223,TUL,MCI
01041115,8,284,CMH,MDW
01041118,10,337,LAX,OAK
01041118,11,1797,LAX,BNA
01041120,-10,178,MCO,FLL
01041120,-2,217,DAL,IAH
01041120,-29,1363,MCI,LAX
01041120,-5,248,DAL,SAT
01041120,-5,580,DAL,ABQ
01041120,-9,666,MDW,JAN
01041120,0,187,CRP,HOU
01041120,4,189,DAL,AUS
01041120,5,1073,MCO,ALB
01041120,5,487,MSY,TPA
01041120,8,507,SLC,PHX
01041120,9,347,PHX,ELP
01041123,-6,677,HOU,ELP
01041124,3,307,MDW,CLE
01041125,0,177,BHM,BNA
01041125,0,197,FLL,TPA
01041125,0,444,PDX,RNO
01041125,1,471,MSY,BNA
01041125,6,361,ONT,OAK
01041127,-5,601,PHX,RNO
01041127,24,369,BUR,PHX
01041128,37,368,LAS,SLC
01041129,37,443,RDU,BNA
01041130,-12,318,JAX,FLL
01041130,-13,647,PHX,SMF
01041130,-2,1848,MCO,PHX
01041130,-3,239,HOU,DAL
01041130,-4,687,STL,HOU
01041130,-6,370,PHX,LAX
01041130,-6,386,LAS,SJC
01041130,0,256,PHX,LAS
01041130,0,308,LAX,SJC
01041130,0,359,HOU,JAN
01041130,10,342,STL,OMA
01041130,17,787,MCO,BWI
01041130,2,328,ABQ,PHX
01041130,28,399,BOI,SEA
01041130,3,630,PDX,SLC
01041130,5,368,LAS,SLC
01041130,5,651,PHX,SFO
01041131,18,451,LAX,TUS
01041132,26,687,HOU,STL
01041135,-34,1342,BWI,AUS
01041135,-5,410,CMH,STL
01041135,0,1040,SAT,MCO
01041135,0,457,DTW,BNA
01041135,5,271,SDF,MDW
01041135,5,543,PDX,OAK
01041137,-4,1999,BWI,PHX
01041138,-3,284,MDW,CMH
01041138,38,440,STL,DTW
01041140,-12,1333,MCI,SAN
01041140,-12,417,SAN,SJC
01041140,-13,395,MDW,BNA
01041140,-14,258,LAS,SAN
01041140,-2,723,OAK,GEG
01041140,-3,148,HOU,AUS
01041140,-5,314,BWI,CLE
01041140,-5,371,OAK,SNA
01041140,-7,288,BWI,ALB
01041140,-7,319,MAF,DAL
01041140,-7,775,LBB,LAS
01041140,-8,1671,LAX,MSY
01041140,0,296,SJC,BUR
01041140,19,584,LAS,ELP
01041140,20,1407,SAT,BWI
01041140,27,251,STL,MDW
01041140,37,612,TPA,BNA
01041140,5,671,SEA,OAK
01041140,6,405,MCI,MDW
01041141,11,496,SAT,ELP
01041142,22,528,ELP,AUS
01041143,10,303,HOU,MSY
01041144,23,487,STL,CLE
01041144,33,351,TUL,STL
01041145,-10,108,PVD,ISP
01041145,-15,1489,IND,PHX
01041145,-5,276,HOU,HRL
01041145,-5,843,PHX,SAT
01041145,-8,389,ONT,SMF
01041145,0,405,MDW,MCI
01041145,0,670,HOU,BNA
01041145,18,283,BWI,BDL
01041145,4,443,BNA,RDU
01041145,44,919,SLC,MCI
01041145,8,407,OAK,LAS
01041146,12,351,STL,TUL
01041146,13,368,SLC,LAS
01041147,13,446,SAN,OAK
01041148,-11,967,BWI,MCI
01041149,-7,397,LAS,SMF
01041149,15,417,SJC,SAN
01041150,-1,181,OKC,DAL
01041150,-4,345,LAS,RNO
01041150,-5,180,JAX,TPA
01041150,-5,423,OMA,MDW
01041150,-6,304,PHX,SAN
01041150,-7,562,DAL,ELP
01041150,0,328,PVD,BWI
01041150,12,997,TPA,MDW
01041150,20,370,LAX,PHX
01041150,22,448,CLE,BNA
01041150,5,189,AUS,DAL
01041150,5,304,SAN,PHX
01041152,-10,677,ABQ,LAX
01041153,23,328,PHX,ABQ
01041154,4,677,LAX,ABQ
01041155,0,229,MDW,DTW
01041155,19,1999,PHX,BWI
01041155,24,934,ABQ,STL
01041155,3,303,MSY,HOU
01041156,0,220,BWI,ISP
01041200,-13,281,BUF,BWI
01041200,-2,239,HOU,DAL
01041200,-2,397,SMF,LAS
01041200,-2,487,TPA,MSY
01041200,-2,495,BWI,SDF
01041200,-7,256,LAS,PHX
01041200,-8,307,CLE,MDW
01041200,11,419,HOU,OKC
01041200,12,197,TPA,FLL
01041200,12,373,SMF,LAX
01041200,30,1479,SJC,MCI
01041200,5,303,HOU,MSY
01041200,5,972,MCO,ISP
01041200,55,564,RNO,SEA
01041201,17,371,SNA,OAK
01041203,43,325,PHX,ONT
01041205,-1,223,BUR,LAS
01041205,-2,1235,HOU,LAS
01041205,-5,325,BUR,OAK
01041205,-7,628,SAN,ABQ
01041205,-8,1140,LAS,MCI
01041205,-8,313,MCI,OKC
01041205,-8,373,LAX,SMF
01041205,0,258,SAN,LAS
01041205,0,276,HRL,HOU
01041205,14,663,JAX,BWI
01041206,12,1444,PHX,MDW
01041207,0,325,ONT,PHX
01041208,-6,236,LAS,LAX
01041209,12,337,OAK,LAX
01041209,13,277,ABQ,AMA
01041210,-1,325,OAK,BUR
01041210,-30,852,BDL,BNA
01041210,-5,192,SAT,HOU
01041210,-5,543,OAK,PDX
01041210,-6,718,ABQ,MCI
01041210,-8,833,OKC,PHX
01041210,-8,872,AUS,PHX
01041210,0,389,SMF,ONT
01041210,0,393,HOU,LIT
01041210,23,296,LIT,STL
01041210,5,239,DAL,HOU
01041211,12,1156,SLC,STL
01041213,3,188,RNO,SJC
01041214,17,407,LAS,OAK
01041215,-10,446,SAN,OAK
01041215,-17,938,MHT,BNA
01041215,-3,347,PHX,ELP
01041215,0,237,STL,MCI
01041215,3,180,OAK,RNO
01041215,3,251,STL,MDW
01041216,3,258,LAS,SAN
01041217,4,1069,LAS,SAT
01041218,-20,1242,LAX,AUS
01041219,5,1044,PHX,MCI
01041220,-2,496,ELP,SAT
01041220,-5,296,SJC,BUR
01041220,-7,187,HOU,CRP
01041220,-9,1140,MCI,LAS
01041220,10,1099,LAS,OMA
01041220,13,1142,MCO,MHT
01041220,13,708,MSY,IND
01041220,16,714,LAX,ELP
01041220,6,223,ELP,ABQ
01041221,9,1044,MCI,PHX
01041223,40,605,SMF,SEA
01041223,41,491,BNA,MCI
01041224,1,256,PHX,LAS
01041224,2,197,LAS,ONT
01041224,2,273,AUS,HRL
01041225,-10,333,ONT,SJC
01041225,-13,587,RDU,TPA
01041225,-15,1262,STL,PHX
01041225,-15,842,PVD,MDW
01041225,-19,569,SJC,PDX
01041225,-7,237,TUL,DAL
01041225,0,323,BHM,SDF
01041225,0,345,RNO,LAS
01041227,-16,1455,PHX,BHM
01041227,-2,229,DTW,MDW
01041227,-2,236,LAX,LAS
01041228,18,377,BWI,MHT
01041228,39,296,DAL,LIT
01041229,3,616,BNA,MCO
01041230,-10,256,LAS,PHX
01041230,-10,636,SAN,ELP
01041230,-11,395,MDW,BNA
01041230,-14,236,LAS,LAX
01041230,-18,2237,ALB,LAS
01041230,-2,148,AUS,HOU
01041230,-3,601,RNO,PHX
01041230,-4,423,MDW,OMA
01041230,-5,239,DAL,HOU
01041230,-5,370,LAX,PHX
01041230,-5,447,SAN,SFO
01041230,-6,737,BWI,STL
01041230,-8,803,ISP,BNA
01041230,12,803,BNA,ISP
01041230,15,293,LBB,DAL
01041230,19,829,TPA,CMH
01041230,2,342,SJC,SNA
01041230,22,478,MCO,BHM
01041230,4,347,ELP,PHX
01041230,6,197,ONT,LAS
01041230,7,580,ABQ,DAL
01041230,9,390,LAX,RNO
01041232,5,480,SMF,SAN
01041234,14,588,BWI,BNA
01041234,35,162,IND,MDW
01041235,-2,248,SAT,DAL
01041235,-2,570,HOU,BHM
01041235,-21,687,STL,HOU
01041235,-6,358,BUR,SMF
01041235,0,239,HOU,DAL
01041235,14,323,SDF,BHM
01041235,3,395,BNA,MDW
01041235,4,189,AUS,DAL
01041235,63,588,OAK,SLC
01041235,7,670,BNA,HOU
01041237,-3,251,MDW,STL
01041237,-3,714,ELP,LAX
01041237,12,405,MCI,MDW
01041237,14,293,DAL,LBB
01041238,0,1751,ONT,BNA
01041238,14,397,LAS,SMF
01041238,17,663,BWI,JAX
01041238,25,1034,TPA,ISP
01041238,30,1107,SEA,PHX
01041240,-14,828,IND,MCO
01041240,-2,370,PHX,LAX
01041240,-5,304,PHX,SAN
01041240,-5,479,PDX,SMF
01041240,0,358,SMF,BUR
01041240,0,843,SAT,PHX
01041241,22,611,MDW,BWI
01041244,-1,1262,PHX,STL
01041244,-9,1164,SAN,AUS
01041244,5,590,LAX,SLC
01041245,-10,628,ABQ,SAN
01041245,-2,248,DAL,SAT
01041245,-3,217,IAH,DAL
01041245,-5,1072,MCI,MCO
01041245,-5,759,ABQ,HOU
01041245,-9,192,HOU,SAT
01041245,0,178,FLL,MCO
01041245,0,223,MCI,TUL
01041245,26,361,OAK,ONT
01041246,41,361,ONT,OAK
01041248,-1,989,MDW,MCO
01041250,-5,562,ELP,DAL
01041250,17,367,TUS,SAN
01041250,40,689,SEA,SLC
01041250,5,935,PHX,TUL
01041250,6,344,BOI,PDX
01041253,17,484,JAX,BNA
01041254,34,279,PDX,GEG
01041254,40,697,SEA,SJC
01041254,8,321,BHM,MSY
01041255,-39,1093,ISP,FLL
01041255,3,447,SFO,SAN
01041255,46,224,SEA,GEG
01041255,7,487,MSY,TPA
01041255,7,869,TPA,STL
01041257,21,255,BWI,RDU
01041258,24,564,RNO,SEA
01041258,26,480,SAN,SMF
01041300,-10,217,DAL,IAH
01041300,-10,239,DAL,HOU
01041300,-3,303,MSY,HOU
01041300,-3,647,SMF,PHX
01041300,-4,239,HOU,DAL
01041300,-5,308,SJC,LAX
01041300,-5,337,LAX,OAK
01041300,-5,345,RNO,LAS
01041300,-5,580,DAL,ABQ
01041300,-6,370,PHX,LAX
01041300,-7,1069,SAT,LAS
01041300,0,178,MCO,FLL
01041300,13,666,JAN,MDW
01041300,35,325,PHX,ONT
01041303,-10,762,LAS,PDX
01041305,-10,651,SFO,PHX
01041305,-15,1137,PVD,TPA
01041305,-7,276,HRL,HOU
01041305,0,180,TPA,JAX
01041305,0,342,OMA,STL
01041305,10,370,LAX,PHX
01041305,2,588,BNA,BWI
01041305,22,446,OAK,SAN
01041305,25,1301,PHX,MSY
01041305,37,229,STL,IND
01041305,9,611,BWI,MDW
01041309,-1,369,BUR,PHX
01041310,-5,967,MCI,BWI
01041310,-7,307,CLE,MDW
01041310,11,189,DAL,AUS
01041310,5,367,SAN,TUS
01041310,7,288,ALB,BWI
01041310,7,386,SJC,LAS
01041314,14,1797,BNA,LAX
01041315,-3,550,MSY,MCO
01041315,-4,405,MDW,MCI
01041315,-8,223,LAS,BUR
01041315,0,308,LAX,SJC
01041315,14,328,ABQ,PHX
01041315,21,1977,SEA,BNA
01041315,27,333,SJC,ONT
01041315,3,237,DAL,TUL
01041315,4,507,PHX,SLC
01041315,6,318,FLL,JAX
01041316,12,369,PHX,BUR
01041317,14,632,MDW,RDU
01041318,1,872,PHX,AUS
01041320,-12,677,ELP,HOU
01041320,-5,453,TUL,HOU
01041320,-5,487,MSY,TPA
01041320,-6,342,SNA,SJC
01041320,3,389,SMF,ONT
01041320,5,1020,PHX,HOU
01041320,7,328,BWI,PVD
01041322,0,258,SAN,LAS
01041323,7,283,BDL,BWI
01041325,-1,484,BNA,JAX
01041325,-10,345,LAS,RNO
01041325,-11,335,BOI,RNO
01041325,-12,677,ABQ,LAX
01041325,-2,220,ISP,BWI
01041325,-4,307,MDW,CLE
01041325,0,417,SJC,SAN
01041325,0,718,MCI,ABQ
01041325,10,180,OAK,RNO
01041325,18,256,PHX,LAS
01041325,8,197,FLL,TPA
01041326,-4,236,LAX,LAS
01041327,9,405,MCI,MDW
01041328,-2,303,HOU,MSY
01041328,3,180,RNO,OAK
01041330,-10,337,LAX,OAK
01041330,-13,447,SAN,SFO
01041330,-20,588,BWI,BNA
01041330,-3,480,SMF,SAN
01041330,-6,239,HOU,DAL
01041330,-7,281,BWI,BUF
01041330,-7,359,JAN,HOU
01041330,0,419,OKC,HOU
01041330,10,181,DAL,OKC
01041330,13,304,SAN,PHX
01041330,13,478,BHM,MCO
01041330,29,271,MDW,SDF
01041330,32,1137,TPA,PVD
01041330,4,370,PHX,LAX
01041333,10,646,OAK,PHX
01041334,3,756,BNA,AUS
01041334,9,344,PDX,BOI
01041335,-3,273,HRL,AUS
01041335,-5,187,CRP,HOU
01041335,-5,550,MCO,MSY
01041335,-7,325,BUR,OAK
01041335,-8,229,MDW,DTW
01041335,10,313,OKC,MCI
01041335,18,338,BNA,CMH
01041337,24,296,LIT,DAL
01041338,-1,1020,HOU,PHX
01041338,12,487,LAS,ABQ
01041339,-2,444,RNO,PDX
01041339,20,1107,PHX,SEA
01041340,-1,462,OKC,STL
01041340,-4,1333,SAN,MCI
01041340,-4,197,LAS,ONT
01041340,-4,562,ELP,DAL
01041340,-5,223,BUR,LAS
01041340,-5,319,DAL,MAF
01041340,11,1107,SEA,PHX
01041340,30,1489,SEA,MCI
01041340,5,544,LIT,MDW
01041341,-2,407,LAS,OAK
01041341,0,361,ONT,OAK
01041341,10,337,OAK,LAX
01041344,-5,236,LAS,LAX
01041345,-10,314,CLE,BWI
01041345,-11,373,LAX,SMF
01041345,-6,2106,LAS,BWI
01041345,-7,611,MDW,BWI
01041345,0,293,DAL,LBB
01041345,0,373,SMF,LAX
01041345,12,197,TPA,FLL
01041345,18,395,BNA,MDW
01041345,2,451,LAX,TUS
01041345,20,368,LAS,SLC
01041345,25,440,STL,DTW
01041345,8,239,DAL,HOU
01041347,28,671,OAK,SEA
01041348,18,371,OAK,SNA
01041348,18,671,SEA,OAK
01041349,20,417,SAN,SJC
01041349,8,293,LBB,DAL
01041350,-2,714,LAX,ELP
01041350,-5,276,HOU,HRL
01041350,-9,584,LAS,ELP
01041350,0,188,SJC,RNO
01041350,0,296,DAL,LIT
01041350,10,328,PVD,BWI
01041350,25,1136,PHX,LIT
01041350,6,197,ONT,LAS
01041353,53,590,SLC,LAX
01041354,-6,1999,PHX,BWI
01041355,-1,189,AUS,DAL
01041355,-24,829,CMH,TPA
01041355,-5,390,RNO,LAX
01041355,0,248,SAT,DAL
01041355,10,1363,LAX,MCI
01041355,12,256,LAS,PHX
01041355,14,737,STL,BWI
01041355,2,611,BWI,MDW
01041355,39,689,SLC,SEA
01041355,5,251,STL,MDW
01041355,9,448,BNA,CLE
01041400,-10,308,LAX,SJC
01041400,-15,869,STL,TPA
01041400,-2,256,PHX,LAS
01041400,-2,453,TUL,HOU
01041400,-9,491,MCI,BNA
01041400,0,178,FLL,MCO
01041400,0,239,HOU,DAL
01041400,0,304,PHX,SAN
01041400,0,358,BUR,SMF
01041400,0,803,BNA,ISP
01041400,21,224,GEG,SEA
01041400,3,303,HOU,MSY
01041400,9,258,LAS,SAN
01041401,-1,1987,BUF,LAS
01041403,10,335,RNO,BOI
01041405,-15,254,SDF,STL
01041405,-2,296,BUR,SJC
01041405,-2,580,ABQ,DAL
01041405,-7,1751,SAN,BNA
01041405,-7,192,HOU,SAT
01041405,12,616,MCO,BNA
01041406,-1,368,SLC,LAS
01041408,-2,543,PDX,OAK
01041408,-20,907,PVD,BNA
01041408,6,361,OAK,ONT
01041409,3,1235,LAS,HOU
01041409,37,279,GEG,PDX
01041410,-10,187,HOU,CRP
01041410,-11,621,PHX,SJC
01041410,-12,251,MDW,STL
01041410,-20,651,PHX,SFO
01041410,-20,670,BNA,HOU
01041410,-4,511,OAK,BOI
01041410,-7,462,STL,OKC
01041410,-8,677,LAX,ABQ
01041410,0,670,HOU,BNA
01041411,2,284,MDW,CMH
01041412,-5,371,SNA,OAK
01041412,10,192,SAT,HOU
01041414,-3,1166,MDW,FLL
01041414,9,1140,MCI,LAS
01041415,-2,480,SMF,SAN
01041415,-27,1448,BNA,PHX
01041415,-4,859,JAX,ISP
01041415,-8,616,BNA,MCO
01041415,10,677,ELP,HOU
01041415,2,423,OMA,MDW
01041415,3,534,RDU,MCO
01041415,4,328,BWI,PVD
01041415,40,224,SEA,GEG
01041415,5,303,MSY,HOU
01041415,5,377,MHT,BWI
01041415,77,224,GEG,SEA
01041416,18,328,PHX,ABQ
01041416,4,236,LAX,LAS
01041418,11,451,TUS,LAX
01041418,14,325,ONT,PHX
01041418,3,341,LBB,AUS
01041419,0,628,SAN,ABQ
01041419,8,457,BNA,DTW
01041420,-13,407,LAS,OAK
01041420,-5,217,IAH,DAL
01041420,-8,440,DTW,STL
01041420,13,239,DAL,HOU
01041420,20,1050,MCO,BDL
01041420,24,332,ABQ,MAF
01041423,0,405,MDW,MCI
01041423,24,397,SMF,LAS
01041425,-2,358,SMF,BUR
01041425,-5,1301,MSY,PHX
01041425,-6,258,LAS,SAN
01041425,-6,480,SAN,SMF
01041425,20,337,OAK,LAX
01041425,20,423,MDW,OMA
01041425,33,1037,PHX,OMA
01041425,35,1090,AUS,LAS
01041425,40,237,MCI,STL
01041428,0,507,SLC,PHX
01041428,16,277,AMA,ABQ
01041428,27,562,DAL,ELP
01041428,7,283,BWI,BDL
01041429,7,495,BWI,SDF
01041430,-10,370,LAX,PHX
01041430,-2,256,PHX,LAS
01041430,-25,687,STL,HOU
01041430,-7,239,HOU,DAL
01041430,0,328,PHX,ABQ
01041430,15,1048,TPA,MCI
01041430,17,148,AUS,HOU
01041430,28,872,AUS,PHX
01041430,34,496,SAT,ELP
01041430,4,1489,PHX,IND
01041430,42,1489,OAK,MCI
01041430,51,460,TPA,BHM
01041430,7,447,SFO,SAN
01041431,15,422,RNO,SLC
01041433,7,1262,PHX,STL
01041434,0,177,BNA,BHM
01041434,4,237,TUL,DAL
01041435,-10,236,LAS,LAX
01041435,-10,351,STL,TUL
01041435,-13,325,BUR,OAK
01041435,-13,389,ONT,SMF
01041435,-2,237,MCI,STL
01041435,-2,318,FLL,JAX
01041435,10,328,ABQ,PHX
01041435,12,318,JAX,FLL
01041435,13,1246,HOU,BWI
01041435,25,1073,MCO,PVD
01041435,4,682,BHM,BWI
01041435,8,587,TPA,RDU
01041436,0,646,PHX,OAK
